	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene																															
DNAJC10	1.80E-51	0.668076098	0.425	0.152	6.98E-47	GC B	DNAJC10																															
GALM	0	0.668024182	0.383	0.114	0	Prolif T	GALM																															
ATOX1.14	9.37E-234	0.667931546	0.807	0.385	3.62E-229	LAM2	ATOX1																															
MAP4K1.1	2.46E-148	0.667912828	0.441	0.073	9.50E-144	GC B	MAP4K1																															
SRSF9.1	3.19E-52	0.667785549	0.647	0.258	1.23E-47	Plasmablast	SRSF9																															
TACC3.1	3.27E-78	0.667369777	0.321	0.069	1.26E-73	GC B	TACC3																															
RIPK2	3.44E-107	0.667275664	0.435	0.088	1.33E-102	AXL_DC	RIPK2																															
PNRC1.3	1.42E-259	0.667207855	0.732	0.472	5.50E-255	Mono-like Mac	PNRC1																															
MYBL1	0	0.666735289	0.327	0.022	0	GC B	MYBL1																															
GRASP	3.31E-267	0.666628859	0.368	0.03	1.28E-262	AXL_DC	GRASP																															
GRASP.1	0	0.666591727	0.346	0.03	0	mRegDC	GRASP																															
BLOC1S1.2	6.99E-304	0.666350178	0.536	0.278	2.70E-299	Mono-like Mac	BLOC1S1																															
LIPA.9	1.87E-36	0.666130236	0.406	0.153	7.25E-32	AXL_DC	LIPA																															
LACTB.2	0	0.666070218	0.52	0.086	0	LAM2	LACTB																															
ELOC	9.20E-224	0.665835329	0.781	0.369	3.56E-219	LAM2	ELOC																															
BRWD1	2.06E-68	0.665654426	0.486	0.158	7.97E-64	GC B	BRWD1																															
ABI3.3	0	0.665606623	0.478	0.111	0	IFN Mac	ABI3																															
IFNGR2.7	7.05E-299	0.665369637	0.598	0.198	2.73E-294	LAM2	IFNGR2																															
CCDC88A.1	0	0.66534533	0.412	0.137	0	Mono-like Mac	CCDC88A																															
UCP2.6	1.97E-19	0.665306717	0.533	0.254	7.60E-15	Plasmablast	UCP2																															
TCF4.1	1.35E-201	0.6652056	0.479	0.189	5.20E-197	Breg	TCF4																															
NABP1.6	6.86E-81	0.665139887	0.483	0.121	2.65E-76	AXL_DC	NABP1																															
RAB5B	2.40E-128	0.665015575	0.517	0.168	9.28E-124	mRegDC	RAB5B																															
FMNL1.7	1.53E-135	0.664904153	0.559	0.107	5.92E-131	AXL_DC	FMNL1																															
TIFAB	0	0.664712325	0.28	0.007	0	IFN Mac	TIFAB																															
RPS17.1	1.68E-19	0.664679554	0.83	0.553	6.50E-15	Plasmablast	RPS17																															
IFI35	1.39E-248	0.664038001	0.564	0.205	5.36E-244	IFN Mac	IFI35																															
MCRIP2	0	0.663916671	0.518	0.13	0	LAM2	MCRIP2																															
RGS10.20	9.78E-117	0.663826279	0.748	0.308	3.78E-112	mRegDC	RGS10																															
ARHGAP9.2	0	0.663591867	0.429	0.116	0	Prolif T	ARHGAP9																															
ACSL1	1.24E-246	0.663379536	0.376	0.106	4.81E-242	IFN Mac	ACSL1																															
TPI1.4	2.02E-44	0.66312593	0.943	0.651	7.81E-40	AXL_DC	TPI1																															
RGS19.3	0	0.663124	0.459	0.16	0	Mono-like Mac	RGS19																															
CDC37.1	3.29E-48	0.662377442	0.813	0.423	1.27E-43	AXL_DC	CDC37																															
DCTN3	0	0.662336774	0.547	0.296	0	Prolif T	DCTN3																															
FERMT3.4	0	0.662211601	0.464	0.141	0	Mono-like Mac	FERMT3																															
POU2F2.5	3.46E-179	0.662154961	0.556	0.083	1.34E-174	Plasmablast	POU2F2																															
HK3.1	0	0.662126517	0.379	0.014	0	LAM2	HK3																															
SNRPD1.1	3.47E-48	0.662049906	0.682	0.358	1.34E-43	GC B	SNRPD1																															
PLK1.1	9.96E-199	0.661872753	0.317	0.028	3.85E-194	Plasmablast	PLK1																															
MAP4K1	0	0.661388326	0.367	0.07	0	Prolif T	MAP4K1																															
PRELID1.7	3.55E-37	0.661283206	0.759	0.413	1.37E-32	AXL_DC	PRELID1																															
ST6GALNAC4	3.47E-173	0.661271119	0.533	0.084	1.34E-168	Plasmablast	ST6GALNAC4																															
COX5A	0	0.661176214	0.725	0.475	0	Prolif T	COX5A																															
CST3.48	2.92E-34	0.661048779	0.838	0.51	1.13E-29	mRegDC	CST3																															
REL.3	0	0.660827205	0.512	0.224	0	Mono-like Mac	REL																															
RASGEF1B.1	0	0.660779712	0.315	0.051	0	IFN Mac	RASGEF1B																															
KHDRBS1	1.99E-51	0.660770054	0.673	0.333	7.68E-47	GC B	KHDRBS1																															
UBE2L3	3.88E-48	0.660375799	0.656	0.331	1.50E-43	GC B	UBE2L3																															
CD164.1	5.31E-172	0.660317342	0.758	0.384	2.05E-167	LAM2	CD164																															
PPP1CA.1	1.74E-47	0.660306601	0.768	0.449	6.72E-43	GC B	PPP1CA																															
DONSON	2.65E-114	0.660179452	0.374	0.07	1.02E-109	GC B	DONSON																															
SDC2.2	4.15E-53	0.659953553	0.441	0.139	1.61E-48	AXL_DC	SDC2																															
DOK2.5	0	0.659879703	0.456	0.131	0	Mono-like Mac	DOK2																															
PTPN22.1	0	0.659728004	0.347	0.071	0	Prolif T	PTPN22																															
SDCBP.4	0	0.659526344	0.7	0.359	0	Mono-like Mac	SDCBP																															
TBC1D10C.2	0	0.659461155	0.414	0.154	0	CD4+ TFH	TBC1D10C																															
AC020656.1.6	6.70E-220	0.659249661	0.346	0.031	2.59E-215	AXL_DC	AC020656.1																															
FAM76B	3.16E-129	0.659097514	0.344	0.055	1.22E-124	GC B	FAM76B																															
CMC2	0	0.658969286	0.476	0.199	0	Prolif T	CMC2																															
SDF2L1.5	2.82E-177	0.65893074	0.608	0.264	1.09E-172	LAM2	SDF2L1																															
APOL4	0	0.658808785	0.3	0.028	0	IFN Mac	APOL4																															
SEC13	5.49E-60	0.658229192	0.673	0.27	2.12E-55	Plasmablast	SEC13																															
RASSF4.7	0	0.658099929	0.478	0.084	0	LAM2	RASSF4																															
ASAP1.2	4.81E-102	0.657892689	0.537	0.131	1.86E-97	AXL_DC	ASAP1																															
GMFG.20	0	0.657834737	0.726	0.3	0	Mono-like Mac	GMFG																															
DRAP1	0	0.657821922	0.72	0.45	0	Prolif T	DRAP1																															
BANK1.3	4.43E-207	0.657490171	0.285	0.026	1.71E-202	GC B	BANK1																															
RAB30.1	0	0.657438624	0.387	0.046	0	mRegDC	RAB30																															
SPPL2A	1.51E-277	0.656719814	0.548	0.189	5.84E-273	IFN Mac	SPPL2A																															
TFRC.2	1.53E-133	0.656707546	0.444	0.123	5.92E-129	mRegDC	TFRC																															
SMIM25.12	1.81E-155	0.656705874	0.359	0.045	7.01E-151	AXL_DC	SMIM25																															
TACC3.2	2.78E-104	0.656514474	0.395	0.069	1.08E-99	Plasmablast	TACC3																															
GK.4	0	0.656494118	0.469	0.081	0	LAM2	GK																															
LCP2.13	0	0.65647345	0.506	0.184	0	Mono-like Mac	LCP2																															
LHFPL2	0	0.656310317	0.36	0.072	0	IFN Mac	LHFPL2																															
MAFF	4.86E-126	0.655915942	0.419	0.072	1.88E-121	AXL_DC	MAFF																															
CALR.5	9.49E-31	0.655863968	0.87	0.558	3.67E-26	AXL_DC	CALR																															
FLOT2.1	1.34E-173	0.655733412	0.551	0.15	5.18E-169	mRegDC	FLOT2																															
ARHGEF1	0	0.655706676	0.535	0.221	0	Prolif T	ARHGEF1																															
HNMT.7	0	0.655417499	0.586	0.138	0	LAM2	HNMT																															
MREG.1	0	0.655215773	0.373	0.033	0	mRegDC	MREG																															
RAB20.9	9.58E-96	0.654530098	0.375	0.073	3.71E-91	AXL_DC	RAB20																															
EDEM1.2	1.20E-105	0.654283157	0.416	0.081	4.65E-101	AXL_DC	EDEM1																															
BFSP2	0	0.654208913	0.268	0.005	0	GC B	BFSP2																															
PTPN6.13	0	0.65409089	0.669	0.189	0	LAM2	PTPN6																															
TWF2	3.74E-197	0.653664743	0.572	0.238	1.45E-192	IFN Mac	TWF2																															
TRAF3IP3.14	4.12E-199	0.65350853	0.445	0.161	1.59E-194	Breg	TRAF3IP3																															
WAS.3	0	0.653267804	0.485	0.151	0	Prolif T	WAS																															
CD53.8	0	0.65317272	0.615	0.233	0	Prolif T	CD53																															
ZDHHC12	0	0.653170002	0.439	0.176	0	Prolif T	ZDHHC12																															
ATP6V0E1	1.12E-151	0.653029287	0.829	0.535	4.32E-147	IFN Mac	ATP6V0E1																															
SNX8	0	0.652862898	0.408	0.088	0	IFN Mac	SNX8																															
MAP3K1.1	1.44E-214	0.65277549	0.438	0.087	5.55E-210	mRegDC	MAP3K1																															
VOPP1.2	2.45E-245	0.652750874	0.5	0.171	9.46E-241	IFN Mac	VOPP1																															
SRSF5	1.59E-41	0.652640944	0.768	0.444	6.16E-37	GC B	SRSF5																															
CFP.4	5.44E-272	0.652173119	0.337	0.025	2.10E-267	AXL_DC	CFP																															
PTPN1	6.41E-241	0.652035921	0.518	0.183	2.48E-236	IFN Mac	PTPN1																															
ICAM3.7	4.81E-147	0.651864963	0.471	0.218	1.86E-142	Breg	ICAM3																															
POMP.1	0	0.651264985	0.798	0.488	0	Mono-like Mac	POMP																															
PLCG2	5.73E-182	0.651191321	0.57	0.103	2.21E-177	GC B	PLCG2																															
DCAF6	1.19E-165	0.651037232	0.522	0.143	4.60E-161	mRegDC	DCAF6																															
STK17B.6	0	0.651023313	0.55	0.228	0	Prolif T	STK17B																															
SPINK2.1	0	0.650853999	0.274	0.007	0	GC B	SPINK2																															
SERTAD2	7.20E-237	0.650834	0.465	0.091	2.79E-232	mRegDC	SERTAD2																															
SLC11A1.13	9.98E-85	0.650831713	0.321	0.058	3.86E-80	AXL_DC	SLC11A1																															
CALR.1	3.41E-123	0.65064311	0.852	0.557	1.32E-118	LAM2	CALR																															
TSPAN13	5.31E-84	0.650221539	0.475	0.128	2.05E-79	GC B	TSPAN13																															
C12orf45.2	1.05E-93	0.650176032	0.486	0.118	4.05E-89	AXL_DC	C12orf45																															
FOXN2.1	2.96E-156	0.650115105	0.402	0.093	1.15E-151	mRegDC	FOXN2																															
TXNDC15.1	0	0.650095267	0.445	0.164	0	IgG mature	TXNDC15																															
IL10RA.2	0	0.650042102	0.512	0.131	0	IFN Mac	IL10RA																															
DAPK1	0	0.649968591	0.344	0.059	0	IFN Mac	DAPK1																															
UBE2J1.3	4.07E-206	0.64961539	0.642	0.213	1.57E-201	IgG immature	UBE2J1																															
CNPY3.2	0	0.649481409	0.53	0.254	0	Mono-like Mac	CNPY3																															
UBE2T.1	5.61E-173	0.649434343	0.516	0.077	2.17E-168	Plasmablast	UBE2T																															
HM13	2.88E-40	0.649204256	0.66	0.332	1.11E-35	Plasmablast	HM13																															
HNRNPR	0	0.648688687	0.603	0.328	0	Prolif T	HNRNPR																															
MAP3K8.6	5.36E-78	0.648563955	0.473	0.123	2.07E-73	AXL_DC	MAP3K8																															
SLC15A3.8	0	0.648521065	0.389	0.053	0	mRegDC	SLC15A3																															
LRRFIP1	0	0.648517922	0.63	0.361	0	Prolif T	LRRFIP1																															
ATP6AP2	4.41E-169	0.648460545	0.643	0.319	1.71E-164	IFN Mac	ATP6AP2																															
SRSF10.1	3.08E-47	0.648260367	0.637	0.317	1.19E-42	GC B	SRSF10																															
HIST1H2AG	7.69E-178	0.647886358	0.284	0.026	2.97E-173	Plasmablast	HIST1H2AG																															
ZYX.9	2.89E-54	0.64766116	0.686	0.278	1.12E-49	AXL_DC	ZYX																															
IL2RB.4	0	0.646806928	0.408	0.091	0	Prolif T	IL2RB																															
ATP8A1	6.53E-123	0.646731585	0.31	0.046	2.52E-118	GC B	ATP8A1																															
TTYH3.4	0	0.64661737	0.496	0.101	0	LAM2	TTYH3																															
CYCS	1.13E-45	0.646351444	0.771	0.399	4.36E-41	Plasmablast	CYCS																															
NAP1L4	0	0.646319974	0.532	0.249	0	Prolif T	NAP1L4																															
OSBPL8	1.45E-192	0.646228194	0.593	0.24	5.59E-188	LAM2	OSBPL8																															
LILRB1.7	0	0.646194558	0.377	0.041	0	LAM2	LILRB1																															
TANK.1	3.54E-156	0.646164046	0.616	0.195	1.37E-151	mRegDC	TANK																															
RBMX	5.78E-43	0.645691761	0.662	0.359	2.24E-38	GC B	RBMX																															
TMEM51.5	1.19E-108	0.645652606	0.346	0.058	4.60E-104	AXL_DC	TMEM51																															
AC004687.1	3.12E-100	0.645628435	0.374	0.074	1.21E-95	GC B	AC004687.1																															
SEL1L3.4	0	0.645582648	0.391	0.074	0	IgA mature	SEL1L3																															
MSN.2	0	0.645266405	0.65	0.357	0	Prolif T	MSN																															
MZT1	0	0.645119647	0.415	0.149	0	Prolif T	MZT1																															
CD81.4	1.86E-206	0.645078452	0.652	0.287	7.18E-202	IFN Mac	CD81																															
GYPC.2	0	0.644773526	0.6	0.273	0	Prolif T	GYPC																															
PLXNC1.4	7.51E-265	0.644614919	0.381	0.057	2.91E-260	mRegDC	PLXNC1																															
ABCA1.6	0	0.644470825	0.464	0.101	0	LAM2	ABCA1																															
BARD1	0	0.644396211	0.322	0.068	0	Prolif T	BARD1																															
GPR137B	0	0.644344541	0.383	0.089	0	IFN Mac	GPR137B																															
ATP6V1G1.4	9.55E-64	0.644031381	0.865	0.545	3.69E-59	mRegDC	ATP6V1G1																															
MZT2B	2.79E-48	0.643765611	0.654	0.322	1.08E-43	GC B	MZT2B																															
LYN.10	0	0.643484285	0.491	0.081	0	LAM2	LYN																															
YBX1	5.23E-33	0.643455171	0.935	0.671	2.02E-28	Plasmablast	YBX1																															
SKAP1.6	0	0.643384766	0.464	0.123	0	Prolif T	SKAP1																															
VASP.5	5.34E-288	0.643176394	0.666	0.24	2.06E-283	LAM2	VASP																															
ZNF385A.2	0	0.642973565	0.408	0.079	0	IFN Mac	ZNF385A																															
KYNU.2	0	0.642969027	0.408	0.057	0	LAM2	KYNU																															
NUGGC	0	0.642920472	0.296	0.009	0	GC B	NUGGC																															
ZNF385A.1	0	0.642691667	0.343	0.078	0	Mono-like Mac	ZNF385A																															
H2AFY.4	2.02E-201	0.642624232	0.694	0.327	7.82E-197	IFN Mac	H2AFY																															
HLA-DOA.11	0	0.64227881	0.39	0.043	0	mRegDC	HLA-DOA																															
EMB.2	0	0.642260166	0.462	0.14	0	Prolif T	EMB																															
RASSF4.11	2.22E-154	0.642172063	0.508	0.085	8.57E-150	AXL_DC	RASSF4																															
ICAM1.4	0	0.641857753	0.487	0.108	0	LAM2	ICAM1																															
TRAF3IP3.9	0	0.641517702	0.514	0.159	0	Prolif T	TRAF3IP3																															
ASF1B.1	1.24E-203	0.641440021	0.359	0.035	4.80E-199	Plasmablast	ASF1B																															
SNRPG	0	0.641350207	0.705	0.451	0	Prolif T	SNRPG																															
NUF2.1	1.91E-232	0.641052928	0.346	0.029	7.40E-228	Plasmablast	NUF2																															
SRSF3.2	4.86E-29	0.640996104	0.801	0.447	1.88E-24	Plasmablast	SRSF3																															
ARPC5	0	0.640312915	0.726	0.473	0	Prolif T	ARPC5																															
HCST.6	0	0.640079976	0.624	0.284	0	CD4+ TREG	HCST																															
PRKCD	1.68E-114	0.63992089	0.349	0.062	6.51E-110	GC B	PRKCD																															
AC245014.3.1	8.62E-128	0.639480877	0.349	0.05	3.33E-123	AXL_DC	AC245014.3																															
C1orf54.8	1.92E-110	0.639390702	0.422	0.079	7.41E-106	AXL_DC	C1orf54																															
BAZ1A.5	1.29E-65	0.639369032	0.606	0.208	4.98E-61	AXL_DC	BAZ1A																															
C2	0	0.639058526	0.362	0.078	0	IFN Mac	C2																															
PEA15	0	0.638948571	0.496	0.224	0	Mono-like Mac	PEA15																															
TMEM167A	0	0.638632289	0.541	0.269	0	Mono-like Mac	TMEM167A																															
TSPAN4.1	4.74E-202	0.638618883	0.455	0.164	1.83E-197	IFN Mac	TSPAN4																															
MCOLN2.4	0	0.638492111	0.329	0.027	0	mRegDC	MCOLN2																															
UBE2R2	4.25E-65	0.638235917	0.447	0.145	1.64E-60	GC B	UBE2R2																															
MAP2K1.5	4.52E-161	0.637703661	0.498	0.134	1.75E-156	mRegDC	MAP2K1																															
USP12	2.03E-118	0.637581462	0.321	0.052	7.87E-114	GC B	USP12																															
ACTR3.4	5.41E-155	0.637470079	0.766	0.432	2.09E-150	IFN Mac	ACTR3																															
TNFAIP8L2	0	0.637338329	0.358	0.037	0	IFN Mac	TNFAIP8L2																															
P2RY8.1	0	0.637337989	0.389	0.045	0	mRegDC	P2RY8																															
LGALS3.8	0	0.636848338	0.742	0.413	0	Mono-like Mac	LGALS3																															
CTSH.3	1.57E-71	0.636835046	0.686	0.231	6.07E-67	Plasmablast	CTSH																															
C1QA.12	4.07E-87	0.636574042	0.483	0.113	1.58E-82	AXL_DC	C1QA																															
LCP1.18	2.66E-174	0.636404803	0.583	0.268	1.03E-169	Breg	LCP1																															
CCDC28B	5.96E-203	0.635964184	0.37	0.068	2.31E-198	mRegDC	CCDC28B																															
PRKCB	6.20E-124	0.635925914	0.38	0.065	2.40E-119	GC B	PRKCB																															
